unique_id,academic_year,exam_type,course,year,subject,topic,subtopic,question
78,21-22,Mid Term,,1st,chemistry,,,"--- Page 1 ---
Course Name: B.Tech.

Course Outcome:
CO}- Understanding. fundamental concepts of chemistry and its ipplivations m the various branches of engineering sciences

(:02- Applying the know ledge of chemisury in solving socio-economic and envirommnental issucs.
CO3- Identify and analyze engineering problems fo achieve practical solutions
CO4- Knowledge of chemical science for better appreciation of applications in enginecring chemistry.

COS- Student ability to perform. analyze and interpret the expeumental data for better understanding

Printed Pages: 2 University Roll No. ....-++-+ nnanneasooerec

Mid Term Examination, Even Semester 2021-22
B.Tech. Year-I"", Semester-II""""
Subject Code: (BCHS-0101)
Subject Name: Engineering Chemistry

Time: 2 Hours Maximum Marks: 30

Instruction for students:
1. All questions are compulsory to attend.
2. You are advised to read the question paper carefully and write relevant answers accordingly.

3. Appropriate diagrams (if any) in support of the answer Is desirable.

Section - A
Attempt All Questions 3X 5=15 Marks

Detail of Question
Analyzing a fuel for its calorific value, explain briefly how HCV
& LCV of a fuel can be determined experimentally by Bomb
Calorimeter, with the help of a suitable diagram.

Elucidate the preparation and uses of any two such polymers of
your choice that are widely used in our daily life.

Applying the concept of combustion, evaluate the volume of air
needed for burning 100 kg of a coal sample, containing 60%
carbon, 10% hydrogen, 5% oxygen. 5% sulphur and rest

nitrogen.

--- Page 2 ---
Section — B

Attempt All Questions 5 X 3 = 15 Marks

Detail of Question
Vuleanization is recommended to remove all shortcomings of

natural rubber. Understanding the process vulcanization,
explain (with reaction) how it is carried out in laboratory?"
79,21-22,Mid Term,,1st,chemistry,,,"Highlight all possible improvement achieved in property of

rubber after vulcanization.

The magnetic behavior of any chemical molecule depends upon
the number of electrons present in its last orbital. Applying the
same concept. create a molecular orbital diagram of oxygen
molecule, justifying its magnetic behavior and bond order.

Assign R&S, OR E&Z to the following stereoisomer with proper

numbering:

CAR = °?"
80,21-22,Mid Term,,1st,chemistry,,,"HO oe pK
(oe ore adhe eee CHO?"
81,21-22,Mid Term,,1st,chemistry,,,"H- “+l — A boon

: Cott, OH

cto

(i.) (ii.) (ili.)

Draw only the schematic diagram to show synthesis of synthetic
petrol by any one method of your choice.

if)?"
82,13-14,Mid Term,,1st,chemistry,,,"--- Page 1 ---
Univ. Roll NO%~...ccccccsesseecersnsees
GLA University, Mathura
Course:- B.Tech. I-Year. I-Mid Term (Odd Sem.)Examination, 2013-14
Subject:- Engineering Chemistry (AHC - 101)

Time:- 90Minutes M.M:- 20
Notes:-
1. Answer ANY FOUR questions from each section. .
2. All questions of the particular section should be answered collectively at one place~
3. Answer should be to — the point and wherever required, be supplemented with neat sketches.
4. Any missing data may be assumed suitably giving proper justification.
5. Figure on the right-hand side margin indicate marks.

Section — A (Attempt any four questions) (04x 01 = 04)
Ques.1. The half life time of a reaction is halved as the initial concentration of the reactant is doubled,
find the order of the reaction.

Ques.2. Draw the anti or staggered conformation of n-butane.

Ques.3. 2CsHsCHO OH > A + 8B

Write down the products of the above reaction.
Ques.4, Why CH,OCH; is more soluble in water than CH;SCH; .
Ques.5. Calculate the bond order of N, molecule.

Ques.6. Length of the unit edge of a body centered cubic metal crystal is 352 pm. Calculate the
radius of an atom of the metal.

Section — B (Attempt any four questions) (04x 1.5 = 06)
Ques.1. Arrange, NO, NO*, NO’ and NO” in increasing order of their bond length.
Ques.2. Explain first order reaction with suitable examples.
Ques.3. Explain why Ne,"" exists but Ne, does not.

Ques.4. Sodium chloride crystal has FCC structure. Its density is 2.163 x 10’ kg m®. Calculate the edge
of the unit cell cube.

Ques.5. The rate of a reaction triples when temperature changes from 20° to 50°C. Calculate the energy
of activation for such a reaction.

Ques.6. Assign R or S configuration (with proper numbering) to the following.

Ho
— 4 a H CH,0H
ee H Ooh

Section - c {Attempt any four questions) (04 x 2.5 = 10)
Ques.1. Draw the energy level diagram of 0. Calculate its bond order and assign magnetic character.
Ques.2. Write the mechanism of aldol condensation taking suitable example.
Ques.3. Derive the integrated rate law for second suleeneuieha when both the reactants are same.

Ques.4. The following data was obtained on hydrolysis of ethyl acetate at 25°C in hydrochloric acid.
Establish that it is a first order reaction.

| _Timeinminute ss | 0] 75] 9 | 8s] le
. Volume of alkaliused(ml) | 9.62 | 12.10 | 13.10 | 14.75 | 21.05 |
Ques.5.Discuss meso compound and racemic mixture with examples.

Ques.6. Describe the production of gobar-gas with a neat diagram.?"
83,16-17,Mid Term,,1st,chemistry,,,"--- Page 1 ---
Page 2 of 2

Printed Page: 1 Ritie TEE ROS cre cccccscseceves rege

Second Mid Term (Even Sem.)Theory Examination-2016-17
Sub: - EngineeringChemistry Paper Code:-AHC1101

Time: - 90 Min. Max. Marks:-20
Section- A
Note: Attempt All Five Questions. 1x5 =5 marks
I. What are boiler problems?"
84,16-17,Mid Term,,1st,chemistry,,,ll. | How temporary hardness of water can be removed?
85,16-17,Mid Term,,1st,chemistry,,,"lll. | Write two examples of biodegradable polymers.

\V. Why is annealing of glass carried out?"
86,16-17,Mid Term,,1st,chemistry,,,"V. Which material is being used in the formation of magnetic strips
for credit card or debit card?"
87,16-17,Mid Term,,1st,chemistry,,,"Section- B

Note: Attempt Any Three Questions. 2 x 3 =6 marks

|. | Write mechanism of free radical addition polymerization
process.

ll. | Discuss structure of vulcanized rubber and mention its industrial
applications.

lll. | Discuss the preparation and uses of Pyrex glass.

\V. How does calgon conditioning process make water suitable to
be used in boiler?"
88,16-17,Mid Term,,1st,chemistry,,,"Section- C
Note: Attempt Any Three Questions. 3 x 3=9 marks

I. loo L water was purified by a Zeolite softener after which the
Zeolite bed required 10 L brine solution containing 0.5 g Nacl/L
for regeneration. Find out hardness of water.

Il. Explain with diagram the Reverse Osmosis OF Zeolite process
for water purification.

III. Write the preparation of the following polymer.
a) Nylon66 ib) +Bakelite c) Teflon

IV. What is Smart material?"
89,16-17,Mid Term,,1st,chemistry,,,"Discuss Piezoelectric, Pyroelectrics,
Ferroelectrics materials (any two) with at least one industrial
application.?"
90,13-14,Mid Term,,1st,chemistry,,,"--- Page 1 ---
i.
2.

a!
4.
ae

Course: - B.Tech. 1° Yr, 11 Sem, 2"" mid Term Examination, 2013-14

Subject: Engg. Chemistry (AHC-101) Uni. Roll No:-
Time:-90 Minutes Total Marks:-20
Note:-

Answer any all questions from Sec A, Any three from Sec B and Any three from Sec C.

All questions of the particular group should be answered collectively at one place. All parts of a question (a, b, etc.) should
be answered at one place.

Answer should be brief and to-the-point and be supplemented with neat sketches.

Any missing or wrong data may be assumed suitably giving proper justification.

Figures on the right-hand side margin indicate full marks.

Section-A
All ons. 5X1=5 marks
(I) Write down the relation between the rate constant and temp. of a reaction

(I!) Calculate the bond order of He,"" ion.

(II!) Define a semiconductor.

(IV) What is point or centre of symmetry in a compound?"
91,13-14,Mid Term,,1st,chemistry,,,"(V) Write the average composition of gobar gas.

Section-B
Note: Attem Three Questions. 3X2=6 marks
(1) Derive integrated rate equation for first order reaction.
(II) Draw the energy level diagram for NO, calculate its bond order and assign the magnetic

behavior.

(Ill) Calculate the density of BCC crystal if side of the cube is SA° and atomic mass is 60.
(IV) Write the possible optical isomers of tartaric acid.

Section-C
;: Attempt Any Three i 3X3=9 marks

(1) Differentiate order of reaction & molecularity. Calculate the activation energy of a reaction,
whose rate constant is tripled by a 10°C rise in temp.in the vicinity of 27°C.
(Il) Discuss the mechanism of Aldol Condensation.

(111) Write the Advantages of gobar gas and solar energy.
(IV) Assign R or S configuration (with proper numbering) to the following.

i Cb) pH Cc) 2

(a) —C—oO b

4 | au H—o Cone yo—E—NH,
HO-E-Ni 3 |

cH “ a,?"
92,21-22,Mid Term,,1st,chemistry,,,"--- Page 1 ---
Printed Pages: 2 University Roll No............
Mid-Term Theory Examination, 2021-22
Engineering Chemistry (BCHS 0101)

Course: B.Tech. Year/ Semester: [/I
Time: 2 Hours Maximum Marks: 30
Section A
Note: Attempt all questions 2 x3 =6 marks

1. What is optical activity?"
93,21-22,Mid Term,,1st,chemistry,,,"Give the stereoisomers of Tartaric acid.

2. Suggest the role of flux used in ceramic industry. Discuss
important industrial applications of ceramics.

3. What is metallic Bond?"
94,21-22,Mid Term,,1st,chemistry,,,"Explain conductor, semiconductor and
insulator on the basis of molecular orbital theory.

Section B
Note: all tions 3 x3 =9 marks
1. Define is lubricant?"
95,21-22,Mid Term,,1st,chemistry,,,"Discuss the SEN and Flash & Fire point of
lubricants.
2. (a) Design preparation process and industrial application of
any one polymer. (2.0)
I. Nylon6,6

Il. Vulcanized rubber
(b) Find weight average molecular weight for polypropene,

given its degree of polymerization as 10,000. (1.0)
3. Assign R/S and E/Z to the following.
5! H3C :
Hitt C——OH big ——
_ CHy H3CH,C CH,CHO
CHO CHs HN2 COH

pa

H——C——OH H2N——C——OH Pe
CHz,OH H Cl Br
Section C
Note: Attempt any three questions 5 x 3= 15 marks
1. (a) Differentiate Gross and Net Calorific value of a fuel. (1.5)
(b) Discuss the importance of proximate analysis of Coal. (1.5)
(c) A Coal has the following composition by weight C=90%,
O=3%, S=0.5, N=0.5 and ash=2.5%.Net Calorific value of the
coal was found to be 8490.Skcal/kg. Calculate the percentage of
Hydrogen and Higher calorific value of a coal. (2.0)
2. Using the concept of Molecular orbital theory, draw the
molecular orbital diagram of N2 molecule, find out bond order
and also assign magnetic behavior.
3. (i) List composition and uses of any two of the glasses. (3.0)

(a) Flint
(b) Pyrex
(c) Potash glass
(ii) A gaseous fuel has the following composition by volume:
H2=34%, CHy=16%, N2=38% and O2=12%. If 22% excess air is
used, find the weight of air actually supplied per m/ of this gas.
(2.0)
(i) What are conformers?"
96,21-22,Mid Term,,1st,chemistry,,,"Explain conformation in n- butane
with suitable diagrams. Discuss their stability order by giving
Energy Level diagram. (3.0)
(ii) Discuss heterochain and homochain polymer with examples.
(2.0)?"
97,13-14,Mid Term,,1st,chemistry,,,"--- Page 1 ---
GLA University, Mathura
Course: - B.Tech. 1™ Yr, | Sem, 2™ mid Term Examination, 2013-14

Subject: Engg. Chemistry (AHC-101) Uni. Roll No:-
Time:-30 Minutes Total Marks:-20

Note:-

1. Answer any four questions from Sec A, Any Four from Sec B and Any Four from Sec C.

2. All questions of the""patticular group should be answered collectively at one place. All parts of a question (a, b, etc.) should
be answered at one place.

3. Answer should be brief and to-the-point and be supplemented with neat sketches.

4. Any missing or wrong data may be assumed suitably giving proper justification.

5. _ Figures on the right-hand side margin indicate full marks.

Section A

Answer any FOUR of the following (4X1=04 Marks)

AvP WNP

Define the components.

What do you mean by foaming in a boiler?"
98,13-14,Mid Term,,1st,chemistry,,,What are the biopolymers?
99,13-14,Mid Term,,1st,chemistry,,,"Write the relationship among mg/L, “Cl and “F
Write the chemical formula of Calgon.

Write the monomer units of Nylon-66.

Section B

Answer any FOUR of the following (4X1.5=06 Marks)

1,

PY PY pL

if the average degree of polymerization of polystyrene is 10°, calculate its average molecular
weight. ;

For the system: NH,Ci((s) NH3(g) + MCE (g} when Pyas = Pacy C= ;P=
Define the polymers on the basis of tectacity.

Discuss the classification of lubricant with suitable examples.

How many grams of MgCO; dissolved per litre gives 84 ppm of hardness?"
100,13-14,Mid Term,,1st,chemistry,,,"The pH of a solution is 2.Find out the amount of acid present in a litre of the solution.

and F =

Section C

Answer any FOUR of the following (4x2.5=10 Marks)

PePyr

Differentiate Thermoplastics and thermosetting plastics.
Write the preparation, properties and applications of PMMA.
Discuss Zeolite process for treatment of Water.
Outline the salient features of the Phase diagram, highlighting the name of system (areas,
curves and point), phases in equilibrium and degree of freedom in each case.
A buffer solution contains 0.015 mole of NH,OH and .0.025 mole of NH,Ci. Calculate the pH
value of the solution. Kb for NH,OH= 1.8*10°
Write the monomers of the following
Teflon (b) PVA (c) neoprene (d) PLA (e) Nylon-6?"
101,11-12,Mid Term,,1st,chemistry,,,"--- Page 1 ---
GLA University, Mathura
Il-Mid Term Examination, 2011-12
Course: - B.Tech !-Year, |-Sem.
Subject: -Engg.Chemistry Univ. Roll No:-
Time:-90 Minutes Total Marks:-40
Notes:-
1) Answer all questions from Group A (which is) compulsory, Any Two from Group B and Any
Two from Group C.

2) All parts of a question (a, b, etc.) should be answered at one place.

3) Answer should be brief and to-the-point and be supplemented with neat sketches.
4) Any missing or wrong data may be assumed suitably giving proper justification.

5) Figures on the right-hand side margin indicate full marks.

se

Group A
Attempt all the questions 1x16=16
1. Which ion is not there in naturally occurring zeolite.
a) Na’ b) Ca”” c) Al’* d) si*

2. Alkalinity in water can not be due to the presence of

a) HO‘ only b) HO’ and HCO, c) HO and CO;~ d) COs"" and HCO;
3. Terylene is a

a) Polyglycol b) Polyester c) Polyamide d) polycarbonate
4, Which one is a co-polymer?"
102,11-12,Mid Term,,1st,chemistry,,,"a) PVC b)Buna S c) Teflon d) Nylon-6
5. Another name of PMMA is ‘
- a) Teflon b) Plexi Glass c) poly methyl methylate d) Dacron

6. Monomer Unit of nylon 6

a) Cyclohexanone __b) Caprolactum c) Caprolactone d) Adipic acid
7. A system consist of water in equilibrium with its vapor, the degree of freedom is

a) 2 b) 1 c)0 d)3
8. At triple point of water system, The system is

a) Univariant b) Invariant c) Bivariant d) Trivariant
9. The pH value of 0.005 M Ba(OH), solution is

a) 23 b) 12 ce) 11.7 d) 11.3
10. The correct relationship between various units of Hardness

a) 1 ppm=10 ‘Fr=70000 ‘Cl b) | ppm =0.1 “Fr=0.07 ‘Cl

b) 10° ppm=0.1 “Fr = 0.07 ‘Cl d) 1 ppm =0.01 ‘Fr=0.7°Cl
11. Which is used for removing the temporary Hardness

a) Lime soda process. b) Boiling c) Zeolite process d) Ion exchange

12. The chemical name of Teflon is ......................00.

13. Write the example of basic buffer solution........

14. Write the critical temperature of water.........

15, Water is used in boiler to produce ............... to generate
16. Write the structure of Ziegler—Natta catalyst...........

eee eee eeee

Group B
6x2=12
Attempt any TWO questions

Q -1. Write the preparation, properties and uses of Dacron
Q- 2. Calculate the phase component and degree of freedom in the following system-
— ) + COxg)
(a) CaCOs (s) — CaO(s L
(b) Water (liquid) == Water vapour at! atm

(c) NH.CKs) =— NH,(g) +HCK(g) where Pwo = P xa

Cc
a buffer solution contain 0.015 mole/L NH,OH & 0.025 mole/L NH4
solution. (PK, = 1.8x 10%) :
fication of water recommended to be used in boilers. What problems may appear

°° boiler if a of recommended specification is not used?"
